y_test_MBBR,y_test_MBBR_dropped,y_pred_final_MBBR,y_pred_final_MBBR_dropped,y_pred_oob_imputed_MBBR,y_pred_oob_MBBR,y_pred_naive_MBBR,y_pred_naive_orig_MBBR
2.0,1.0,148952.73,1635753.0,-1570.988,13609.413,1036336.5,1045242.8826086957
1.0,216.0,148952.73,50022420.0,7960.137,3018.533,1036336.5,1045242.8826086957
216.0,2.0,148952.73,251419.5,3522.2393,3383.9658,1036336.5,1045242.8826086957
2.0,10.0,-747275.25,-745276.44,1314.4749,-698.45483,1036336.5,1045242.8826086957
10.0,1.0,148952.73,669531.6,12756.915,1051.7263,1036336.5,1045242.8826086957
1.0,10462.0,148952.73,7961724.5,2744.1282,2069851.4,1036336.5,1045242.8826086957
10462.0,24196.0,390676.88,3965524.2,2321268.2,91410056.0,1036336.5,1045242.8826086957
24196.0,10.0,23682002.0,-661887.75,91410000.0,738.3065,1036336.5,1045242.8826086957
10.0,2.0,148952.73,1510781.5,9374.38,17958.156,1036336.5,1045242.8826086957
2.0,10.0,-563763.9,1909181.9,2251.4265,-3453.8464,1036336.5,1045242.8826086957
10.0,10.0,-13189778.0,-1255465.9,4718.816,-68482.25,1036336.5,1045242.8826086957
10.0,10.0,-747275.25,3483109.8,-3014.2983,-823.10486,1036336.5,1045242.8826086957
10.0,10.0,148952.73,-505064.38,3213.335,-776.28345,1036336.5,1045242.8826086957
10.0,24196.0,-868786.6,214670.64,122.4677,30926.457,1036336.5,1045242.8826086957
24196.0,2.0,148952.73,246965.19,13645.342,1279.9698,1036336.5,1045242.8826086957
2.0,1935.0,148952.73,-147918.3,-2621.8723,2032241.1,1036336.5,1045242.8826086957
1935.0,10.0,390676.88,-2030183.5,2273061.2,-1428.4243,1036336.5,1045242.8826086957
10.0,2.0,148952.73,41895900.0,-2150.3643,10624.525,1036336.5,1045242.8826086957
2.0,24196.0,-747275.25,760694.3,14462.789,22278.678,1036336.5,1045242.8826086957
24196.0,2.0,148952.73,1181748.2,1242.6765,1629.8025,1036336.5,1045242.8826086957
2.0,563.0,148952.73,1835412.0,5098.728,3456.3457,1036336.5,1045242.8826086957
563.0,10.0,8291578.5,-10496429.0,1873.5492,-1204.3164,1036336.5,1045242.8826086957
10.0,2.0,-569579.9,16173580.0,1675.709,1620.81,1036336.5,1045242.8826086957
2.0,,148952.73,,4143.4937,,1036336.5,1045242.8826086957
