y_test_MBBR,y_test_MBBR_dropped,y_pred_final_MBBR,y_pred_final_MBBR_dropped,y_pred_oob_imputed_MBBR,y_pred_oob_MBBR,y_pred_naive_MBBR,y_pred_naive_orig_MBBR
2.4494,,2.7504997,,3.8498747,,2.082140517241379,2.0811829268292685
0.67,,2.0265388,,3.292802,,2.082140517241379,2.0811829268292685
3.403,,2.0567555,,2.2147858,,2.082140517241379,2.0811829268292685
0.8400000000000001,,1.4952487,,1.6082647,,2.082140517241379,2.0811829268292685
5.0,,3.078238,,2.2903912,,2.082140517241379,2.0811829268292685
0.04,,0.5752101,,0.21263039,,2.082140517241379,2.0811829268292685
3.6454,,2.8974085,,3.218721,,2.082140517241379,2.0811829268292685
0.807,,0.52233475,,2.300523,,2.082140517241379,2.0811829268292685
2.19,,2.7932441,,1.8177348,,2.082140517241379,2.0811829268292685
3.6358000000000006,,3.4178698,,3.7241988,,2.082140517241379,2.0811829268292685
0.061,,3.6197639,,4.8411493,,2.082140517241379,2.0811829268292685
3.5238,,1.9954772,,1.3199178,,2.082140517241379,2.0811829268292685
0.2486,,2.3950396,,1.0221062,,2.082140517241379,2.0811829268292685
4.85,,3.1808908,,2.4121583,,2.082140517241379,2.0811829268292685
4.526400000000001,,3.6701725,,4.4195957,,2.082140517241379,2.0811829268292685
