Combination,Train RMSE,Validation RMSE,Train RMSE Std. Dev., Validation RMSE Std. Dev,count
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Total.Coliform.Influent..MPN.100mL.', 'pH.Pre.chlorination')",0.6196049153267775,1.8370933811997325,0.07135242929859048,0.09078371645453322,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Fecal.Coliform.Influent..MPN.100mL.', 'BOD.Influent..ppm.')",0.5158009033439723,1.8796197792128566,0.025349556474667585,0.08523194893789862,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Fecal.Coliform.Influent..MPN.100mL.', 'BOD.Pre.chlorination..ppm.')",0.5816578221888571,1.8125534711009077,0.04291274517712052,0.1755819027356977,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Fecal.Coliform.Influent..MPN.100mL.', 'COD.Influent..ppm.')",0.6333585669331805,1.846972040533166,0.040533247610771,0.16935547188660408,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Fecal.Coliform.Influent..MPN.100mL.', 'COD.Pre.chlorination..ppm.')",0.6310033456752603,1.9164620341108418,0.04128757686686577,0.1099230929529095,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Fecal.Coliform.Influent..MPN.100mL.', 'TSS.Pre.chlorination..ppm.')",0.7030913773630786,1.9155780509720468,0.048855609651235164,0.12323761647030572,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Fecal.Coliform.Influent..MPN.100mL.', 'pH.Pre.chlorination')",0.6684873621290214,1.9715903750614363,0.06184751795271148,0.14253645093757972,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Influent..ppm.', 'BOD.Pre.chlorination..ppm.')",0.5565123163310158,1.7871453052301056,0.03155795554826048,0.13666360205004924,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Influent..ppm.', 'COD.Influent..ppm.')",0.5563961994429459,1.840252421445894,0.03882089488281924,0.05294783085928946,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Influent..ppm.', 'COD.Pre.chlorination..ppm.')",0.5474561697925165,1.8785389615115684,0.03991809862751582,0.05409038204478317,4
