y_test_MBBR,y_test_MBBR_dropped,y_pred_final_MBBR,y_pred_final_MBBR_dropped,y_pred_oob_imputed_MBBR,y_pred_oob_MBBR,y_pred_naive_MBBR,y_pred_naive_orig_MBBR
10.0,10.0,1861.2009,9.963613,8392.858,9.87791,4182.178448275862,892.0166666666667
10.0,10.0,-1033.4889,5.959801,1144.331,12.006939,4182.178448275862,892.0166666666667
10.0,10.0,5337.522,11.311088,1653.4105,9.031189,4182.178448275862,892.0166666666667
52.0,10.0,6801.4556,0.8895574,3599.5498,6.8661757,4182.178448275862,892.0166666666667
197.0,10.0,-98.39847,9.752295,-439.49164,8.286738,4182.178448275862,892.0166666666667
19863.0,2.0,2692.8582,4.3394117,3216.0862,2.337593,4182.178448275862,892.0166666666667
10.0,10.0,7070.5376,12.381042,72.09238,10.469082,4182.178448275862,892.0166666666667
2.0,10.0,1023.2399,8.896908,3760.2356,7.6674976,4182.178448275862,892.0166666666667
10.0,10.0,3883.2993,13.490647,5634.1475,12.379336,4182.178448275862,892.0166666666667
19755.0,2.0,23859.787,3.4084036,19711.111,2.1238217,4182.178448275862,892.0166666666667
10.0,216.0,551.8955,38.73242,2105.007,44.457844,4182.178448275862,892.0166666666667
209.2,10.0,1053.9956,7.950053,-309.17343,8.794228,4182.178448275862,892.0166666666667
11.0,10.0,-42.73323,10.437985,-328.13278,9.949312,4182.178448275862,892.0166666666667
1766.0,10.0,-479.89822,11.281324,3995.6052,8.158002,4182.178448275862,892.0166666666667
1281.6,10.0,13752.855,8.575872,5468.5947,7.402343,4182.178448275862,892.0166666666667
10.0,10.0,978.50055,10.437985,1780.6818,10.170327,4182.178448275862,892.0166666666667
12.6,10.0,3996.2087,9.016758,3434.6692,10.615398,4182.178448275862,892.0166666666667
2.0,2.0,4136.2134,2.2155704,5754.562,1.6637367,4182.178448275862,892.0166666666667
10.0,10.0,4080.8948,10.437985,1037.2582,10.170327,4182.178448275862,892.0166666666667
19755.0,2.0,12863.108,-2.6360064,4171.474,1.9852692,4182.178448275862,892.0166666666667
12.0,2.0,2201.9204,1.0190952,-535.69525,11.991946,4182.178448275862,892.0166666666667
21.6,10.0,2.1135998,9.997079,422.89984,11.909453,4182.178448275862,892.0166666666667
10.0,2.0,2310.492,2.0066888,13618.534,4.2167993,4182.178448275862,892.0166666666667
9.4,,4848.6606,,3182.719,,4182.178448275862,892.0166666666667
2.0,,9260.688,,8375.133,,4182.178448275862,892.0166666666667
13.2,,4066.1765,,6026.8657,,4182.178448275862,892.0166666666667
141.2,,6273.929,,-605.73083,,4182.178448275862,892.0166666666667
10.0,,464.8858,,49.175117,,4182.178448275862,892.0166666666667
10.0,,5224.8506,,8701.551,,4182.178448275862,892.0166666666667
10599.6,,6292.6924,,8309.519,,4182.178448275862,892.0166666666667
10.0,,9238.564,,7653.61,,4182.178448275862,892.0166666666667
10.0,,2731.4973,,5372.42,,4182.178448275862,892.0166666666667
24196.0,,27.619272,,-787.8612,,4182.178448275862,892.0166666666667
2.0,,13190.731,,12816.759,,4182.178448275862,892.0166666666667
76.4,,19620.33,,18565.1,,4182.178448275862,892.0166666666667
24156.8,,16826.576,,9563.953,,4182.178448275862,892.0166666666667
10.0,,390.2881,,-254.12848,,4182.178448275862,892.0166666666667
10.0,,559.8838,,1671.1427,,4182.178448275862,892.0166666666667
10.0,,3974.873,,911.1809,,4182.178448275862,892.0166666666667
10.0,,6962.925,,19683.55,,4182.178448275862,892.0166666666667
95.0,,6957.3804,,5531.514,,4182.178448275862,892.0166666666667
10.0,,-0.8001728,,-771.2912,,4182.178448275862,892.0166666666667
2.0,,894.4657,,2558.3533,,4182.178448275862,892.0166666666667
10.0,,3517.1687,,9660.849,,4182.178448275862,892.0166666666667
10.0,,9035.321,,15947.96,,4182.178448275862,892.0166666666667
248.0,,2406.8362,,-62.260773,,4182.178448275862,892.0166666666667
15.2,,3631.5562,,5946.367,,4182.178448275862,892.0166666666667
10.0,,-950.2604,,299.24146,,4182.178448275862,892.0166666666667
2.0,,-401.4794,,383.56296,,4182.178448275862,892.0166666666667
10.0,,3971.944,,948.476,,4182.178448275862,892.0166666666667
216.0,,2672.8115,,1195.7583,,4182.178448275862,892.0166666666667
11.0,,6.8913803,,4372.6597,,4182.178448275862,892.0166666666667
10.0,,153.0579,,9432.682,,4182.178448275862,892.0166666666667
96.0,,197.62534,,163.26672,,4182.178448275862,892.0166666666667
2044.8,,20859.682,,20728.246,,4182.178448275862,892.0166666666667
15435.0,,16101.635,,18807.852,,4182.178448275862,892.0166666666667
10.0,,875.9022,,-0.6192894,,4182.178448275862,892.0166666666667
10.0,,91.17589,,177.51726,,4182.178448275862,892.0166666666667
10.0,,10133.892,,4405.904,,4182.178448275862,892.0166666666667
10.0,,1856.8934,,2237.0042,,4182.178448275862,892.0166666666667
10.0,,8007.412,,4034.6345,,4182.178448275862,892.0166666666667
10.0,,-353.51892,,3213.3918,,4182.178448275862,892.0166666666667
14958.8,,4708.086,,7068.733,,4182.178448275862,892.0166666666667
2.0,,2044.4014,,-164.88629,,4182.178448275862,892.0166666666667
226.2,,19126.9,,21906.486,,4182.178448275862,892.0166666666667
10.0,,-460.23685,,712.75397,,4182.178448275862,892.0166666666667
2.0,,1289.367,,7182.918,,4182.178448275862,892.0166666666667
14916.2,,3211.1536,,457.5315,,4182.178448275862,892.0166666666667
2.0,,8287.743,,9621.927,,4182.178448275862,892.0166666666667
149.6,,-47.30803,,855.12006,,4182.178448275862,892.0166666666667
10.0,,3719.6265,,-227.43753,,4182.178448275862,892.0166666666667
2.0,,-219.87315,,-77.553665,,4182.178448275862,892.0166666666667
